,L104B5Inv,L104B5LCIS,L13B6DCIS,L13B9DCIS,L14B14,L14B5,L14B901DCIS,L14B901Inv,L15B13I1,L15B13I2,L16B6,L16B9,L17B11,L17B14,L17B8,L19B6,L19B7ERPRp,L19B7ERpPRn,L19B7ERPRmix,L20B10Inv1,L20B9,L33B14DCIS,L33B14Inv,L33B8,L38B11,L38B6,L38B7ER63pos,L38B7ER63weak,L41B12PR57neg,L41B12PR57pos,L41B13,L41B16,L41B9,L47B4,L47B7,L47B9,L49B10,L49B11,L49B8,L50B11I1,L50B11I2,L50B14I3,L51B22I3,L51B25D,L51B31I1,L51B31I2,L52B12D,L52B12I,L52B6D,L52B6I,L52B9D,L52B9I,L54B12D,L54B12I,L54B13I2,L54B13I3,L54B7D,L54B7I,L54B8I1,L55B10,L55B6,L55B9I2,L55B9I1,L56B7,L56B8,L56B9,L65B12,L65B13,L65B14,L67B5,L67B7I,L67B7P,L67B8Inv,L67B8pap,L69B10,L69B8,L70B11,L70B14,L70B17,L73B10Area1,L73B10Area2,L73B12I1,L73B12I2,L73B14Area1,L73B14Area2,L75B4,L75B6,L75B7,L76B5,L76B7,L76B9,L77B10,L77B7,L77B9,L78B12Inv1,L78B12Inv2,L78B9I1,L78B9I2,L79B7Inv1,L79B7Inv2,L8B6I2,L8B6I1,L8B7,L8B10,L8B13,L82B7,L82B8,L82B9,L91B11I2,L91B14I3,L91B9I1,L95B10,L95B12,L95B8,L96B11,L96B12
ROCK2,-1.012134051,-0.949250533,-1.521283361,-1.509942053,-1.881609002,,-1.820172794,-1.281241576,-1.797465548,-1.64584107,,-1.245629522,-1.277382334,-1.140544007,-1.110088956,,-2.418686322,,,-1.937355318,-1.596903735,-1.524048445,-1.377680574,-1.805527172,-1.742238041,-1.796407357,-2.097467176,-1.849289788,-1.604419668,-2.375045738,-2.510691999,-2.410787296,-2.391959946,-1.948223252,-1.758799993,-1.801668039,-1.677290047,-1.304276916,-1.269507499,-2.265288378,-2.159755135,-2.017397917,-1.060278651,-0.776649107,-0.74338334,-1.234643942,-1.785711243,-2.430418784,-1.709893615,-2.296256547,-1.365085951,-1.796543046,,-2.049499674,-2.2147059,-1.734584224,-1.515259785,-1.754379509,-1.833254692,-1.377936393,-1.108544108,-1.315784842,-1.151922372,-0.907063409,-1.642746994,-1.602906834,-1.623703368,-1.654839608,-1.53234611,-1.7126584,-2.107311326,-2.153023896,-1.923378236,-1.733296398,-1.30929749,-1.443152762,-2.040003672,-1.538362223,-1.639779923,-1.163502193,-1.385653498,-1.406884817,-1.307766534,-1.45360801,-1.411650552,-0.949766964,-1.252788727,-1.122324008,-1.455406003,-1.502214349,-1.535362652,-1.753949236,-1.505316656,-1.738775063,-1.597820115,-1.318044838,-1.055952856,-1.15182955,-2.498193411,-2.277229906,-3.187932512,-3.110101872,-3.145954811,,,,-1.84397745,-1.566724697,-1.981689801,-2.095531264,-1.826600641,-1.52928345,-1.40920006,-1.682391492,-0.755276508,-1.019742166
ATAD2,-2.312100656,-1.439715427,-1.67514875,-0.880638169,-0.04735024,,-1.17540164,-0.370032632,-2.268707213,-2.727944408,,-1.815992612,0.213012464,0.205896305,0.053839721,,1.194672626,,,-0.104742462,-0.036817999,-1.24890228,-0.920880572,-1.290382986,0.174154222,0.262124438,-0.60292968,-0.39143231,-1.967642301,-1.436758647,-1.055187014,-1.117315434,-1.56090905,-1.701782957,-1.674284167,-1.486739102,0.732444786,1.005269949,0.505820758,-1.81163112,-2.438849972,-1.956407163,-1.053286689,-0.329352013,-0.467286055,0.558500978,-1.218419787,-1.115018528,-1.169978093,-0.913274472,-0.928968665,-1.477729784,,-1.00856274,-1.67121621,0.163871585,-2.018163987,-0.602576699,-0.69544834,-0.781315357,-0.377071197,-0.658933464,-1.538330867,-2.088310968,-1.706230263,-1.711952309,-1.672127321,-1.253737685,-1.046919282,-0.894944318,-0.78156509,-0.433808885,-0.748730096,-0.713093979,-0.701400582,-1.403402384,-1.210295021,-1.486261151,-1.452113184,-0.242999176,-0.508853587,-0.207126369,-0.194915416,-0.818196552,-0.597159932,-0.208753623,-0.143472112,-0.629920711,-0.198670584,-0.086817427,-0.312489064,0.249163074,-0.875350885,0.351306181,-0.632335066,0.946532376,1.081548975,0.923818528,-1.440292494,-1.613595421,0.046909695,-0.160642084,-0.009491365,,,,-0.385146053,-0.602769129,-1.18076486,-0.832412604,-1.35635548,-0.033094712,-0.109733995,-0.276944377,-2.729227897,-1.19635112
PHGDH,-3.578301107,-2.518942973,-4.677481986,-4.263789694,-3.305371503,,-3.498549573,-3.0237188,-5.865618241,-5.605371553,,-2.890653098,-1.726031185,-1.458755117,-2.05424024,,-2.59885951,,,-5.906960656,-5.830047925,-5.247243054,-5.581288978,-4.612119057,-3.118985559,-3.039136122,-3.144206494,-2.557608675,-4.3683077,-4.383746039,-4.112457185,-3.824855687,-4.341113544,-2.896646431,-3.145609989,-3.332864714,-1.913126351,-1.940550336,-2.045264498,-4.715061025,-5.593114474,-3.549711447,-2.940989646,-2.314833783,-0.462860356,-0.027873898,-1.725588841,-1.201451209,-2.069133796,-2.479402335,-5.57525966,-1.786471539,,-3.844330198,-5.138165344,-4.02145693,-2.010844634,-4.598262373,-3.78587721,-2.236286745,-2.402183334,-2.283795488,-3.338154584,-2.670613225,-3.859342089,-4.445979038,-5.510960338,-5.856077738,-5.857032883,-2.907800853,-3.763958747,-3.187661108,-3.51108861,-3.640329932,-4.626772314,-2.931343525,-0.895605933,-1.938491516,-2.542255974,-2.242734966,-3.132831,-3.102780646,-2.407016853,-2.246960234,-3.122446578,-0.602573077,-0.62718562,-1.281736685,-2.707354417,-4.045255368,-3.043849096,-4.147187834,-5.206405942,-4.467003069,-2.401590102,-0.773017791,-1.230795938,-1.291797568,-6.568995905,-6.606995983,-5.327926145,-6.247539145,-6.431313261,,,,-3.874545302,-3.762381185,-1.790862793,-1.014447618,-1.636204684,-4.493744256,-4.260129013,-4.229835406,-4.503451879,-4.043570284
FZD8,-2.894607221,-2.084551687,-3.689767211,-3.819859392,-1.727670471,,-3.184100205,-2.620950379,-2.689490642,-3.178744654,,-2.687930557,-4.426417989,-4.951912038,-4.619618032,,-3.175116926,,,-2.968048438,-3.016705615,-3.069097011,-3.544742038,-2.853669414,-4.185692689,-3.879151363,-4.132119668,-4.684269935,-2.067073677,-3.752332324,-2.757783814,-3.734100279,-3.219834783,-2.731052999,-4.166931711,-4.482787373,-2.771476255,-3.294343521,-2.977453472,-3.188403408,-3.83857501,-3.173022486,-2.879747364,-2.688671168,1.678871535,0.736477341,-1.810711638,-3.695461942,-3.397365878,-3.271701118,-2.767877163,-3.552976161,,-2.878102857,-4.692916941,-2.937386296,-1.482344921,-3.616785399,-2.928742405,-2.688764046,-2.872362955,-3.002428463,-2.09791778,-2.714950093,-2.327694724,-3.109433726,-3.556140929,-2.610891747,-2.607617005,-3.155552408,-3.200752194,-3.48500441,-3.468872655,-3.724081142,-1.952375853,-2.014040701,-2.971519593,-3.347021396,-3.231016923,-0.94255661,-2.597874852,-3.137451658,-0.931729639,-1.257246886,-2.812102472,-5.23442046,-5.391037883,-3.845246941,-2.699581739,-2.92888685,-2.703472243,-2.765757345,-2.958363267,-3.581216381,-3.341389141,-1.99129276,-3.93750011,-2.927370452,-0.94644159,-1.146780722,-3.522725851,-3.491806477,-3.680866216,,,,-3.227815655,-3.693253201,-2.374481822,-4.984529132,0.888995382,-5.327030006,-5.192943757,-4.906063863,-2.446757871,-1.491061403
COL4A6,-5.500765365,-3.539972814,-5.896819679,-6.513178354,-7.388567955,,-7.048531084,-5.466272434,-3.08735372,-3.026028226,,-4.243033377,-6.585465479,-7.674614806,-8.365404414,,-4.924720765,,,-5.315703008,-5.454776531,-6.039547284,-6.989123499,-5.450902363,-4.867626889,-4.350030626,-4.705234443,-3.382915592,-6.62376972,-5.346642658,-6.117074119,-6.90272587,-6.088138736,-6.339693364,-7.011255994,-6.698792787,-6.471160833,-7.433169597,-6.834377792,-6.417683747,-7.203873345,-5.140045943,-6.724251829,-6.285188286,-6.672373515,-6.475561446,-4.701610201,-6.261925554,-6.008156522,-6.291882697,-6.540131229,-5.81733312,,-5.769001419,-8.496839595,-5.914665922,-3.915770719,-4.458774362,-5.364513947,-7.20354428,-5.094448294,-6.620972016,-7.659877804,-4.456176166,-3.316187886,-4.086431249,-1.937485983,-1.331137423,-1.988329159,-6.324095809,-5.800262065,-7.733115068,-8.693332045,-6.582459389,-6.142271245,-4.194795439,-5.405340568,-4.148811617,-5.069148991,-6.939806924,-8.53984273,-7.54145522,-7.823493543,-6.192759743,-6.285451811,-7.13622356,-7.494474843,-6.355859283,-5.111245884,-4.95170535,-5.579280134,-3.952303403,-4.639053369,-4.084332565,-5.521545523,-6.93847197,-7.29751819,-6.530814653,-5.175802157,-5.313463781,-4.061842477,-7.754213761,-6.187114358,,,,-7.05901629,-8.036352874,-6.208130313,-6.24737693,-5.777658056,-7.23189349,-6.875414819,-7.343422428,-3.665667005,-4.737338554
JAG2,-4.119528402,-4.817355394,-3.828148869,-4.646207681,-4.457871685,,-4.117834814,-2.864198912,-4.464085975,-3.683569588,,-2.65218711,-5.207556449,-6.439912349,-4.960776955,,-3.979562835,,,-3.891995914,-4.74023153,-3.913135904,-4.130124966,-4.479068021,-5.43937193,-4.478360445,-4.737859748,-4.537937529,-3.961210531,-4.18658381,-3.667508653,-4.240166681,-3.776076794,-4.504453652,-4.758404839,-5.404121456,-2.735916912,-2.947387262,-2.792472532,-5.353587298,-5.783633087,-3.853557073,-3.830080382,-3.680523456,-3.826457236,-2.143984687,-4.333285447,-4.93940449,-3.942659764,-3.879163824,-5.664846486,-4.738514983,,-2.967717258,-4.754671241,-4.801659873,-2.731157918,-3.183559012,-3.959380581,-4.149065574,-4.31653715,-4.551066972,-3.99120446,-3.759244561,-3.398285935,-3.46903841,-4.235418597,-3.477178958,-5.143303819,-4.343019683,-4.663361135,-4.587652124,-5.18941513,-4.552473663,-5.009215065,-3.675007129,-4.03524519,-4.353031496,-4.868978615,-4.589076871,-5.076637949,-5.944683417,-5.610050379,-4.582713573,-4.964266034,-4.498986629,-4.487288303,-3.83409957,-3.98376511,-2.996986229,-4.642482921,-5.732387321,-4.334317092,-4.116983891,-3.926590011,-3.483694115,-2.729892733,-3.131275198,-5.545223278,-5.646048134,-3.786998769,-3.894407552,-4.556564659,,,,-5.460934483,-5.197956738,-5.580897726,-5.064635985,-4.044767516,-5.229998946,-5.229664086,-4.949210461,-4.899980863,-4.512220794
TWIST2,-4.484916509,-5.83397922,-4.276719495,-5.563392308,-6.050216621,,-4.835710632,-4.905528679,-5.88650591,-5.243493046,,-4.267252122,-5.156127032,-5.245660923,-5.202624644,,-5.107014324,,,-5.923033322,-6.604648612,-4.626062932,-6.108134228,-6.165522837,-6.926808549,-5.334740263,-5.087279578,-5.260918222,-3.558830067,-4.96620118,-5.222059468,-5.685783124,-5.778086585,-6.269728851,-6.218825456,-7.339321656,-5.024226862,-6.617281023,-5.568016066,-6.084186303,-6.135720468,-4.476399897,-5.075252559,-4.82615996,-6.001841084,-5.048954598,-4.248291706,-6.808607059,-5.887413366,-6.031209281,-6.427849652,-6.653521242,,-4.730720424,-6.63727334,-6.761077568,-3.700611961,-5.742421461,-5.352944599,-6.109159471,-4.459495104,-4.809298989,-5.218848158,-4.367662934,-4.486592952,-5.952830128,-4.401096627,-4.108237873,-5.063869351,-5.204712816,-6.518822314,-6.429307503,-6.489060155,-6.366114666,-5.81930755,-5.434767938,-4.15345997,-5.014388601,-6.157118396,-6.594816922,-6.235494713,-7.303295483,-6.244296888,-6.110804147,-6.618533715,-5.190818926,-4.981181223,-5.32799249,-5.437016045,-5.660804151,-5.036840167,-6.624974379,-6.580541104,-6.653427138,-5.082211474,-6.084100422,-6.243783024,-5.697045171,-5.959457434,-6.916546812,-4.952965757,-5.615589697,-5.329974976,,,,-5.404714928,-7.034128209,-6.598659407,-6.780128097,-6.466528425,-7.523979573,-7.260610307,-7.143655415,-4.694212269,-5.8914147
GREM1,-1.764012314,-2.816972918,1.904830508,-1.366868882,-0.268518112,,-0.002851065,-0.041702083,-0.247229607,0.027968216,,-1.262827196,-1.393518663,-2.090487967,-0.4646327,,-0.891779644,,,-2.818876719,-3.259646058,-2.838918978,-5.151065273,-2.339240489,-3.1187561,-2.397036632,-2.577669599,-4.956983269,-0.183737026,0.69746136,-0.32027158,0.428482949,-0.254262764,-1.537662691,-1.209473228,-1.333724226,-1.159357423,-1.750064768,-1.450969641,-1.561294264,-1.260198,-0.670003513,-0.229455982,-1.162246384,-1.754343598,-1.748644921,-3.394537711,-1.378935703,-3.095059916,-2.27056469,-4.033076504,-2.055606151,,-0.687932604,-2.13273061,-2.398951884,-0.496360719,-2.403240639,-1.936441904,-0.90655857,1.38992523,0.10810665,-1.40312644,-1.69475009,-1.996700767,-1.040246871,1.201292946,-0.259478232,-1.999851029,-1.599183509,-3.769888882,-3.686274673,-3.106909053,-4.30589166,-0.402620337,-1.61438077,0.93611383,0.699083363,0.164952877,0.479326838,-1.341701603,-1.268326462,-0.313459066,0.310312838,-0.412892516,0.335838288,-0.875812185,0.411849647,-0.956008326,-2.606061186,-1.806838757,-0.018408812,0.351737032,-0.974926361,1.082543601,-0.544571717,-1.85866154,-0.19410696,-3.484196928,-3.040856238,-0.39312967,-0.978655326,-1.622426193,,,,-1.417042957,-0.692857532,0.03172332,-1.460009939,-0.484826484,-3.032915859,-4.143563199,-1.326168589,0.645965295,-0.177800541
RAD52,-2.241599686,-2.62802925,-2.419828286,-2.300776402,-2.293162647,,-2.933496969,-1.975729185,-2.253187304,-2.243304224,,-2.278558939,-1.661923256,-1.605803708,-1.472559653,,-1.76177558,,,-3.032998622,-2.877730967,-3.284691632,-3.089877938,-2.496161689,-2.552935136,-2.720874227,-2.936385518,-3.083279307,-3.311812935,-3.274151808,-2.53894322,-3.123643074,-3.126679198,-2.813201501,-3.54365782,-3.19654847,-2.151119848,-2.236613135,-2.4465922,-2.530311492,-3.298526016,-3.067224111,-2.775213217,-3.150747336,-2.032928773,-2.454969573,-2.935368425,-2.388768574,-2.320733492,-2.686921828,-2.507937563,-2.631646742,,-2.047847532,-3.207407694,-2.863901011,-3.033680613,-2.175741587,-2.806265288,-2.524603191,-2.712209324,-2.790652395,-2.687113918,-2.674838351,-3.043863718,-2.662103988,-2.660237117,-1.849530058,-1.978587108,-2.590214806,-2.076505279,-2.43629787,-2.061330656,-2.215563756,-2.40401679,-1.703975353,-3.078019214,-2.488914924,-2.867358519,-3.290557475,-3.305630781,-3.222119296,-3.543296013,-2.672793311,-3.314274268,-3.109817723,-3.239800019,-2.873773963,-2.801047082,-1.925299514,-2.448765894,-2.451623903,-2.827093882,-2.415946325,-3.105258211,-3.322875849,-2.739930961,-2.909580205,-2.434226762,-2.320196149,-1.57750423,-2.187135083,-2.147313605,,,,-2.716941622,-2.900729084,-2.942858375,-2.426093865,-2.012958519,-3.277011511,-3.239355025,-3.650331688,-2.563813331,-2.042786731
TAPBP,0.116648395,0.079032697,1.396432829,1.393918096,0.257243382,,0.678235457,0.146236927,1.502824422,1.251471151,,0.390461009,1.986512934,1.348217766,1.726130072,,1.044131229,,,1.030341174,0.780362335,1.781619109,1.04135697,1.979856945,0.215626922,0.363180542,0.599820964,0.409234783,1.289808744,1.634954229,1.760460279,1.078871018,1.559882547,0.755878082,0.722767436,-0.110280459,1.649563832,0.757817365,1.175903604,1.136413921,0.98460741,0.920456797,0.929673649,0.92082971,1.114037625,1.388852206,0.229105258,-0.111764958,0.421346142,0.744367176,1.137495011,-0.237524823,,0.734257281,0.175480573,0.454221872,0.640549226,0.821629885,0.390478457,0.552451639,0.681524336,1.141563823,1.193795628,0.443792645,0.997420771,1.053839945,0.733383173,0.922633001,0.317254465,0.765269928,1.350618267,1.158087774,0.793543079,0.564945033,1.394449198,1.327480958,1.084140789,1.301001124,1.122809584,-0.046692831,0.263212054,0.294803661,-0.144318061,0.510510623,0.438139762,1.223490386,1.905269645,0.693040086,-0.083327845,-0.134784451,-0.254212331,0.97839765,1.385654219,1.551900462,1.502349508,-0.128578599,-0.084427813,0.893563692,0.677744937,0.760248692,0.909159677,1.421723617,1.033455662,,,,0.688782126,0.274481401,0.181034428,0.52283927,0.281574007,0.372330643,0.067833403,0.980224527,0.362117756,0.360335706
HDAC11,-2.075179266,-1.680827876,-2.138809173,-2.085171947,-0.888133075,,-1.120883991,-1.444758418,-1.169660101,-1.613555303,,-2.122741206,-1.800552912,-2.209011613,-2.097757653,,-1.12686375,,,-0.88126894,-1.03186161,-0.674823928,-0.272215907,-0.601538176,-1.925783495,-1.872539339,-1.976841978,-2.048186976,-2.698583669,-1.504597843,-0.934206897,-1.125540982,-1.558881361,-1.937578148,-1.572241195,-2.156684494,-3.018849211,-2.97591634,-3.231387257,-1.35978921,-1.975527316,-2.225441281,-3.086825755,-2.303396728,-2.6671502,-2.838135372,0.168512719,0.652131222,-0.679983213,-0.67873243,-0.340586506,0.074541536,,-1.762756206,-2.22554142,-1.297103668,-2.296715019,-1.237261161,-2.234571622,-1.126151059,-1.152882019,-1.310494632,-1.246330394,-1.984595062,-1.30067155,-1.211092571,-1.687848484,-1.307022261,-1.08927318,-1.884621282,-1.177700654,-0.96737351,-1.722006354,-1.228276605,-1.831438014,-2.319710203,-1.648707584,-1.736601366,-1.65693874,-2.988703821,-1.438333319,-1.665513412,-2.45046002,-2.428321356,-1.457560144,-2.82187331,-2.405059209,-2.90031575,-1.857336213,-1.280893831,-1.67128514,-0.943913342,-1.589670902,-1.008470075,-2.750770266,-1.151017971,-1.440049042,-1.112266471,-1.654509386,-1.753839876,-0.719250068,-1.17472936,-1.223283385,,,,-1.424477739,-1.591292123,-1.132823244,-1.003823745,-1.099669724,-0.318584362,-0.09390304,-0.835724187,-3.239322989,-1.729572395
S100A14,-1.679972349,-1.302641055,0.32053668,0.206572988,-1.268729455,,-0.814325559,-1.506474347,-1.04497136,-1.787545229,,-1.397817257,0.837106628,0.241082977,0.701047992,,-3.953334652,,,-1.343530333,-1.926809719,-0.006795273,0.267807552,0.462700293,-0.549689155,-0.275379956,0.027911446,-0.030523422,-2.217289238,0.129518732,0.068390428,0.009750278,-0.037868169,-0.715671842,-0.031472782,0.220835552,-0.997332247,-0.445790109,-1.196162388,-0.434040097,-0.043160591,-0.804751628,-1.86626968,0.528698284,-0.906796943,0.046391078,-2.954545042,-4.286591407,-2.700581906,-3.182247459,0.121829303,-3.029625976,,0.523326117,0.175917047,0.427836761,-1.208682035,-0.311171273,-0.628592577,-4.712385641,-3.718766873,-2.128896424,-3.699879133,-3.117545641,-2.618411063,-3.217286008,-1.534837514,-1.681510821,-3.26319858,-0.575532726,-0.349908978,0.501351845,-0.084500587,0.431802533,0.230840097,-1.439929643,-0.76441768,0.14815687,-1.658411629,-0.548862289,-0.639533214,-0.794214242,-0.764939102,-1.726923561,-0.877066728,-0.492877246,-0.504546333,-1.249035115,0.071648517,0.915038397,0.461401677,-6.304696021,-4.298736894,-5.241226291,-2.498898711,-3.37367574,-0.220933461,-0.860559492,0.572570421,0.300376074,-0.775375966,-0.543071073,-0.740606711,,,,0.987909614,0.804734307,0.115911594,-0.359541592,0.792194838,-1.848302259,-1.793204306,-2.05632324,0.49771981,-0.180431343
CDC25B,-0.604962029,-0.912365589,-0.374334397,-0.388671487,-2.001026682,,-1.190963077,-0.812451096,-1.245869437,-0.990974948,,-0.64990797,0.500650744,0.149331644,-0.245168586,,-0.378624624,,,-1.718311058,-1.967574079,-0.225811686,-0.482229833,-0.277376508,-1.224412139,-1.141890349,-0.962766793,-1.158941485,-0.182069801,-0.475129888,-0.022868959,-0.381070647,-0.859432541,-1.467739844,-2.00179895,-2.453380871,-0.829820241,-1.011107178,-1.006818391,-1.648700057,-1.737226138,-1.469708832,-0.527291584,-1.201090059,-0.494037234,-0.49042438,-1.763133263,-2.179402246,-1.179862501,-1.293358375,-1.178854749,-1.751523056,,-1.071794912,-2.60523322,-2.306225997,-1.24686647,-0.91243452,-1.910593811,-1.40848905,-0.698953228,-0.902391618,-0.802591136,-0.999205491,-1.532901799,-2.151142069,-1.628872946,-1.994754619,-2.66087948,-1.196643497,-0.801208198,-2.564690975,-2.005533794,-2.262711279,-1.228452289,-0.230342221,-1.050011901,-0.931699092,-1.31490249,-1.500413992,-1.962121643,-1.662474104,-1.593605265,-1.562991907,-2.082126238,-1.012643688,-0.905695228,-0.922629647,0.035797247,0.022924752,-0.67503936,-2.039720101,-1.235685035,-1.743563175,0.051307362,1.320917083,1.094111222,0.91457966,-2.070994164,-1.599071319,-0.823733693,-0.22531178,-0.352928873,,,,0.153399219,-0.104609683,-2.193972136,-1.216342154,-1.46299847,-1.510556202,-1.77789364,-1.01249719,-1.854255857,-1.7971411
BMP7,-3.817977412,-3.880075701,-3.226247753,-3.978502632,-3.813250248,,-4.736247783,-4.475917228,-3.828509678,-4.258065441,,-4.159568767,-1.3365481,-1.79078952,-1.287586366,,-5.359959912,,,-5.786022943,-9.986877217,-6.161712257,-7.959285379,-5.338602083,-6.979395511,-6.659822602,-6.774931996,-6.433997467,-5.781342031,-3.826143064,-4.985139812,-4.634033426,-3.923782952,-4.390730329,-4.801932687,-6.559858808,-5.680150158,-5.66934098,-5.502798735,-4.643483426,-5.810494809,-6.318250877,-4.350756716,-4.95792864,-0.027972141,0.193116906,-4.944207853,-4.621880157,-5.360937091,-5.862055007,-4.731448376,-6.542082466,,-5.84167407,-7.082702498,-6.089049145,-3.15445332,-6.116409513,-5.819132317,-3.798324344,-3.608091596,-3.562285442,-2.978754024,-3.966478456,-5.487506917,-5.105747187,-4.812727525,-5.256834365,-7.212465843,-6.042710377,-6.160422662,-7.714764041,-7.090018519,-7.066608704,-3.26870342,-4.956313595,-4.259968128,-2.501986926,-3.771773457,-4.531400078,-3.149357793,-3.769394951,-4.239736805,-5.380811036,-3.582083918,-5.342438273,-5.618227397,-4.342108313,-7.436632299,-7.812423498,-7.09535011,-4.579714816,-5.692822818,-5.559257974,-6.309970405,-4.546324606,-5.736129265,-4.910532039,-4.420485537,-4.356513299,-6.137883473,-6.133931147,-5.681601677,,,,-2.415245596,-1.73195541,-5.466505595,-4.956096581,-5.794500002,-4.190563262,-3.583123018,-3.503004893,-5.877812273,-4.9819053
AXIN1,-0.871173881,-1.343507968,-0.346842121,-0.816765139,-0.229447989,,-0.294667596,-0.16697481,-0.710820771,-0.933097599,,-1.224692067,-0.522293846,-1.059338354,-0.436570271,,-0.266738012,,,-0.870774829,-1.078805859,-0.615660853,-0.27627703,-0.599304603,-0.824459317,-0.753875253,-0.887843674,-1.676694199,-0.751297085,-0.373407047,-0.174699471,-0.42497075,-0.456364177,-0.880187691,-1.08104759,-1.586032226,-0.074901764,-0.216944733,-0.763437406,-1.371020109,-1.240803837,-0.829076242,-1.118584918,-1.176719364,-1.320185863,-1.224427295,-1.118484359,-1.12421086,-1.172643518,-0.89882799,-0.760746238,-1.868362066,,-0.510059646,-1.578624323,-0.884681026,-0.469051115,-0.166357884,-0.935234288,-0.465399464,-0.386746152,0.084729633,-0.299950992,-0.337257454,-0.536722183,-0.6580247,-0.442563244,-0.728717725,-1.468843167,-0.966034362,-0.563061033,-0.465478941,-0.858119108,-0.82629004,-1.191908636,-0.619188613,-1.033874459,-0.499318387,-1.069796734,-1.599753767,-1.400667504,-1.768266245,-1.656693627,-1.374891963,-1.201643895,-1.079709901,-0.908851919,-1.457448918,-1.002491681,-0.468332484,-0.69138764,-0.701481816,-0.70530371,-0.73112149,-1.528902175,-0.629801128,-0.882147097,-0.974383845,-1.432885214,-1.263460665,-0.47949119,-0.620162427,-0.937080074,,,,-0.539617343,-0.885182651,-0.281886492,-0.410691543,0.375920786,-2.050563725,-2.322829247,-2.218049069,-0.41097363,-0.219773688
